RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Mon Oct 28 02:46:28 2019
elapsed time: 1.26e-07s
Source: /app/node3/item-22001 | Message ID: 1 | Time sentFromSrcR: 6.663866 | Time receivedFromSrcR: 6.677783 |End 
Source: /app/node4/item-22007 | Message ID: 7 | Time sentFromSrcR: 6.668506 | Time receivedFromSrcR: 6.765520 |End 
Source: /app/node0/item-22007 | Message ID: 7 | Time sentFromSrcR: 6.673146 | Time receivedFromSrcR: 6.770103 |End 
Source: /app/node1/item-22007 | Message ID: 7 | Time sentFromSrcR: 6.677786 | Time receivedFromSrcR: 6.774743 |End 
Source: /app/node0/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.213866 | Time receivedFromSrcR: 7.227783 |End 
Source: /app/node3/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.218506 | Time receivedFromSrcR: 7.232423 |End 
Source: /app/node4/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.223146 | Time receivedFromSrcR: 7.237063 |End 
Source: /app/node1/item-22008 | Message ID: 8 | Time sentFromSrcR: 7.227786 | Time receivedFromSrcR: 7.241703 |End 
Source: /app/node0/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.313866 | Time receivedFromSrcR: 8.327783 |End 
Source: /app/node1/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.318506 | Time receivedFromSrcR: 8.332423 |End 
Source: /app/node3/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.323146 | Time receivedFromSrcR: 8.337063 |End 
Source: /app/node4/item-22009 | Message ID: 9 | Time sentFromSrcR: 8.327786 | Time receivedFromSrcR: 8.341703 |End 
Source: /app/node0/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.413866 | Time receivedFromSrcR: 9.427783 |End 
Source: /app/node1/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.418506 | Time receivedFromSrcR: 9.432423 |End 
Source: /app/node3/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.423146 | Time receivedFromSrcR: 9.437063 |End 
Source: /app/node4/item-22010 | Message ID: 10 | Time sentFromSrcR: 9.427786 | Time receivedFromSrcR: 9.441703 |End 
Source: /app/node0/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.513866 | Time receivedFromSrcR: 10.527783 |End 
Source: /app/node1/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.518506 | Time receivedFromSrcR: 10.532423 |End 
Source: /app/node3/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.523146 | Time receivedFromSrcR: 10.537063 |End 
Source: /app/node4/item-22011 | Message ID: 11 | Time sentFromSrcR: 10.527786 | Time receivedFromSrcR: 10.541703 |End 
Source: /app/node0/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.613866 | Time receivedFromSrcR: 11.627783 |End 
Source: /app/node1/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.618506 | Time receivedFromSrcR: 11.632423 |End 
Source: /app/node3/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.623146 | Time receivedFromSrcR: 11.637063 |End 
Source: /app/node4/item-22012 | Message ID: 12 | Time sentFromSrcR: 11.627786 | Time receivedFromSrcR: 11.641703 |End 
Source: /app/node0/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.163866 | Time receivedFromSrcR: 12.177783 |End 
Source: /app/node1/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.168506 | Time receivedFromSrcR: 12.182423 |End 
Source: /app/node3/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.173146 | Time receivedFromSrcR: 12.187063 |End 
Source: /app/node4/item-22013 | Message ID: 13 | Time sentFromSrcR: 12.177786 | Time receivedFromSrcR: 12.191703 |End 
Source: /app/node0/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.263866 | Time receivedFromSrcR: 13.277783 |End 
Source: /app/node1/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.268506 | Time receivedFromSrcR: 13.282423 |End 
Source: /app/node3/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.273146 | Time receivedFromSrcR: 13.287063 |End 
Source: /app/node4/item-22014 | Message ID: 14 | Time sentFromSrcR: 13.277786 | Time receivedFromSrcR: 13.291703 |End 
Source: /app/node0/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.363866 | Time receivedFromSrcR: 14.377783 |End 
Source: /app/node1/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.368506 | Time receivedFromSrcR: 14.382423 |End 
Source: /app/node3/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.373146 | Time receivedFromSrcR: 14.387063 |End 
Source: /app/node4/item-22015 | Message ID: 15 | Time sentFromSrcR: 14.377786 | Time receivedFromSrcR: 14.391703 |End 
Source: /app/node0/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.463866 | Time receivedFromSrcR: 15.477783 |End 
Source: /app/node1/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.468506 | Time receivedFromSrcR: 15.482423 |End 
Source: /app/node3/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.473146 | Time receivedFromSrcR: 15.487063 |End 
Source: /app/node4/item-22016 | Message ID: 16 | Time sentFromSrcR: 15.477786 | Time receivedFromSrcR: 15.491703 |End 
Source: /app/node0/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.563866 | Time receivedFromSrcR: 16.577783 |End 
Source: /app/node1/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.568506 | Time receivedFromSrcR: 16.582423 |End 
Source: /app/node3/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.573146 | Time receivedFromSrcR: 16.587063 |End 
Source: /app/node4/item-22017 | Message ID: 17 | Time sentFromSrcR: 16.577786 | Time receivedFromSrcR: 16.591703 |End 
Source: /app/node0/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.113866 | Time receivedFromSrcR: 17.127783 |End 
Source: /app/node1/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.118506 | Time receivedFromSrcR: 17.132423 |End 
Source: /app/node3/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.123146 | Time receivedFromSrcR: 17.137063 |End 
Source: /app/node4/item-22018 | Message ID: 18 | Time sentFromSrcR: 17.127786 | Time receivedFromSrcR: 17.141703 |End 
Source: /app/node0/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.213866 | Time receivedFromSrcR: 18.227783 |End 
Source: /app/node1/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.218506 | Time receivedFromSrcR: 18.232423 |End 
Source: /app/node3/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.223146 | Time receivedFromSrcR: 18.237063 |End 
Source: /app/node4/item-22019 | Message ID: 19 | Time sentFromSrcR: 18.227786 | Time receivedFromSrcR: 18.241703 |End 
Source: /app/node0/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.313866 | Time receivedFromSrcR: 19.327783 |End 
Source: /app/node1/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.318506 | Time receivedFromSrcR: 19.332423 |End 
Source: /app/node3/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.323146 | Time receivedFromSrcR: 19.337063 |End 
Source: /app/node4/item-22020 | Message ID: 20 | Time sentFromSrcR: 19.327786 | Time receivedFromSrcR: 19.341703 |End 
Source: /app/node1/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.413864 | Time receivedFromSrcR: 20.427777 |End 
Source: /app/node4/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.418504 | Time receivedFromSrcR: 20.433353 |End 
Source: /app/node0/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.423148 | Time receivedFromSrcR: 20.437072 |End 
Source: /app/node3/item-22021 | Message ID: 21 | Time sentFromSrcR: 20.427788 | Time receivedFromSrcR: 20.441712 |End 
Source: /app/node1/item-22022 | Message ID: 22 | Time sentFromSrcR: 21.513861 | Time receivedFromSrcR: 21.527765 |End 
Source: /app/node4/item-22022 | Message ID: 22 | Time sentFromSrcR: 21.518501 | Time receivedFromSrcR: 21.532405 |End 
Source: /app/node0/item-22022 | Message ID: 22 | Time sentFromSrcR: 21.523155 | Time receivedFromSrcR: 21.537101 |End 
Source: /app/node3/item-22022 | Message ID: 22 | Time sentFromSrcR: 21.527795 | Time receivedFromSrcR: 21.541741 |End 
Source: /app/node1/item-22023 | Message ID: 23 | Time sentFromSrcR: 22.613860 | Time receivedFromSrcR: 22.627760 |End 
Source: /app/node4/item-22023 | Message ID: 23 | Time sentFromSrcR: 22.618500 | Time receivedFromSrcR: 22.632400 |End 
Source: /app/node0/item-22023 | Message ID: 23 | Time sentFromSrcR: 22.623167 | Time receivedFromSrcR: 22.637147 |End 
Source: /app/node1/item-22024 | Message ID: 24 | Time sentFromSrcR: 23.149060 | Time receivedFromSrcR: 23.162958 |End 
Source: /app/node4/item-22024 | Message ID: 24 | Time sentFromSrcR: 23.153700 | Time receivedFromSrcR: 23.167598 |End 
Source: /app/node0/item-22023 | Message ID: 23 | Time sentFromSrcR: 23.708383 | Time receivedFromSrcR: 23.722411 |End 
Source: /app/node3/item-22023 | Message ID: 23 | Time sentFromSrcR: 23.713023 | Time receivedFromSrcR: 23.727051 |End 
Source: /app/node0/item-22024 | Message ID: 24 | Time sentFromSrcR: 23.708383 | Time receivedFromSrcR: 23.736252 |End 
Source: /app/node3/item-22024 | Message ID: 24 | Time sentFromSrcR: 23.713023 | Time receivedFromSrcR: 23.740892 |End 
Source: /app/node1/item-22025 | Message ID: 25 | Time sentFromSrcR: 24.249060 | Time receivedFromSrcR: 24.262958 |End 
Source: /app/node4/item-22025 | Message ID: 25 | Time sentFromSrcR: 24.253700 | Time receivedFromSrcR: 24.267598 |End 
Source: /app/node3/item-22025 | Message ID: 25 | Time sentFromSrcR: 24.263032 | Time receivedFromSrcR: 24.277089 |End 
Source: /app/node0/item-22025 | Message ID: 25 | Time sentFromSrcR: 24.258392 | Time receivedFromSrcR: 24.286290 |End 
Source: /app/node0/item-22024 | Message ID: 24 | Time sentFromSrcR: 24.808402 | Time receivedFromSrcR: 24.822485 |End 
Source: /app/node0/item-22025 | Message ID: 25 | Time sentFromSrcR: 24.808402 | Time receivedFromSrcR: 24.836326 |End 
Source: /app/node1/item-22026 | Message ID: 26 | Time sentFromSrcR: 25.349060 | Time receivedFromSrcR: 25.362962 |End 
Source: /app/node3/item-22026 | Message ID: 26 | Time sentFromSrcR: 25.358409 | Time receivedFromSrcR: 25.372516 |End 
Source: /app/node4/item-22026 | Message ID: 26 | Time sentFromSrcR: 25.353700 | Time receivedFromSrcR: 25.378701 |End 
Source: /app/node1/item-22027 | Message ID: 27 | Time sentFromSrcR: 26.434262 | Time receivedFromSrcR: 26.448170 |End 
Source: /app/node4/item-22027 | Message ID: 27 | Time sentFromSrcR: 26.438902 | Time receivedFromSrcR: 26.452810 |End 
Source: /app/node1/item-22028 | Message ID: 28 | Time sentFromSrcR: 27.534266 | Time receivedFromSrcR: 27.548184 |End 
Source: /app/node4/item-22028 | Message ID: 28 | Time sentFromSrcR: 27.538906 | Time receivedFromSrcR: 27.552824 |End 
Source: /app/node3/item-22027 | Message ID: 27 | Time sentFromSrcR: 28.034650 | Time receivedFromSrcR: 28.048782 |End 
Source: /app/node1/item-22029 | Message ID: 29 | Time sentFromSrcR: 28.634272 | Time receivedFromSrcR: 28.648209 |End 
Source: /app/node4/item-22029 | Message ID: 29 | Time sentFromSrcR: 28.638912 | Time receivedFromSrcR: 28.652849 |End 
Source: /app/node1/item-22030 | Message ID: 30 | Time sentFromSrcR: 29.184277 | Time receivedFromSrcR: 29.198226 |End 
Source: /app/node4/item-22030 | Message ID: 30 | Time sentFromSrcR: 29.188917 | Time receivedFromSrcR: 29.202867 |End 
Source: /app/node0/item-22029 | Message ID: 29 | Time sentFromSrcR: 29.870175 | Time receivedFromSrcR: 29.926091 |End 
Source: /app/node1/item-22031 | Message ID: 31 | Time sentFromSrcR: 30.284289 | Time receivedFromSrcR: 30.298275 |End 
Source: /app/node3/item-22027 | Message ID: 27 | Time sentFromSrcR: 30.034443 | Time receivedFromSrcR: 30.302915 |End 
Source: /app/node3/item-22028 | Message ID: 28 | Time sentFromSrcR: 30.034443 | Time receivedFromSrcR: 30.316756 |End 
Source: /app/node3/item-22029 | Message ID: 29 | Time sentFromSrcR: 30.034443 | Time receivedFromSrcR: 30.330597 |End 
Source: /app/node3/item-22030 | Message ID: 30 | Time sentFromSrcR: 30.034443 | Time receivedFromSrcR: 30.344437 |End 
Source: /app/node4/item-22031 | Message ID: 31 | Time sentFromSrcR: 30.288929 | Time receivedFromSrcR: 30.358278 |End 
Source: /app/node0/item-22026 | Message ID: 26 | Time sentFromSrcR: 30.869643 | Time receivedFromSrcR: 31.398343 |End 
Source: /app/node0/item-22027 | Message ID: 27 | Time sentFromSrcR: 30.869643 | Time receivedFromSrcR: 31.412184 |End 
Source: /app/node0/item-22028 | Message ID: 28 | Time sentFromSrcR: 30.869643 | Time receivedFromSrcR: 31.426024 |End 
Source: /app/node0/item-22030 | Message ID: 30 | Time sentFromSrcR: 30.869643 | Time receivedFromSrcR: 31.439865 |End 
Source: /app/node0/item-22031 | Message ID: 31 | Time sentFromSrcR: 30.869643 | Time receivedFromSrcR: 31.453706 |End 
Source: /app/node1/item-22032 | Message ID: 32 | Time sentFromSrcR: 31.384306 | Time receivedFromSrcR: 31.467547 |End 
Source: /app/node0/item-22026 | Message ID: 26 | Time sentFromSrcR: 31.472034 | Time receivedFromSrcR: 31.947660 |End 
Source: /app/node0/item-22028 | Message ID: 28 | Time sentFromSrcR: 31.472034 | Time receivedFromSrcR: 31.961501 |End 
Source: /app/node0/item-22032 | Message ID: 32 | Time sentFromSrcR: 31.472034 | Time receivedFromSrcR: 31.975341 |End 
Source: /app/node0/item-22027 | Message ID: 27 | Time sentFromSrcR: 30.869643 | Time receivedFromSrcR: 32.633899 |End 
Source: /app/node1/item-22033 | Message ID: 33 | Time sentFromSrcR: 32.619801 | Time receivedFromSrcR: 32.647739 |End 
Source: /app/node0/item-22033 | Message ID: 33 | Time sentFromSrcR: 32.519643 | Time receivedFromSrcR: 32.661580 |End 
Source: /app/node4/item-22032 | Message ID: 32 | Time sentFromSrcR: 33.119826 | Time receivedFromSrcR: 33.133941 |End 
Source: /app/node3/item-22031 | Message ID: 31 | Time sentFromSrcR: 31.919643 | Time receivedFromSrcR: 33.147782 |End 
Source: /app/node3/item-22032 | Message ID: 32 | Time sentFromSrcR: 31.919643 | Time receivedFromSrcR: 33.161622 |End 
Source: /app/node3/item-22033 | Message ID: 33 | Time sentFromSrcR: 32.469643 | Time receivedFromSrcR: 33.189303 |End 
Source: /app/node4/item-22034 | Message ID: 34 | Time sentFromSrcR: 33.119826 | Time receivedFromSrcR: 33.203143 |End 
