RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Oct 27 22:51:44 2019
elapsed time: 5.2e-08s
Source: /app/node0/item-22001 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node2/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 6.103700 | Time receivedFromSrcR: 6.205258 |End 
Source: /app/node3/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 6.108346 | Time receivedFromSrcR: 6.205340 |End 
Source: /app/node1/item-22007 | Message ID: 7 | Time generated: 6.100000 | Time sentFromSrcR: 6.649060 | Time receivedFromSrcR: 6.672218 |End 
Source: /app/node0/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 7.199060 | Time receivedFromSrcR: 7.222218 |End 
Source: /app/node2/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 7.203700 | Time receivedFromSrcR: 7.222218 |End 
Source: /app/node3/item-22008 | Message ID: 8 | Time generated: 7.100000 | Time sentFromSrcR: 7.208346 | Time receivedFromSrcR: 7.222300 |End 
Source: /app/node0/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 8.299060 | Time receivedFromSrcR: 8.322218 |End 
Source: /app/node2/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 8.303700 | Time receivedFromSrcR: 8.322218 |End 
Source: /app/node3/item-22009 | Message ID: 9 | Time generated: 8.100000 | Time sentFromSrcR: 8.308346 | Time receivedFromSrcR: 8.322300 |End 
Source: /app/node0/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 9.399060 | Time receivedFromSrcR: 9.422218 |End 
Source: /app/node2/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 9.403700 | Time receivedFromSrcR: 9.422218 |End 
Source: /app/node3/item-22010 | Message ID: 10 | Time generated: 9.100000 | Time sentFromSrcR: 9.408346 | Time receivedFromSrcR: 9.422300 |End 
Source: /app/node0/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 10.499060 | Time receivedFromSrcR: 10.522218 |End 
Source: /app/node2/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 10.503700 | Time receivedFromSrcR: 10.522218 |End 
Source: /app/node3/item-22011 | Message ID: 11 | Time generated: 10.100000 | Time sentFromSrcR: 10.508346 | Time receivedFromSrcR: 10.522300 |End 
Source: /app/node0/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 11.599060 | Time receivedFromSrcR: 11.622218 |End 
Source: /app/node2/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 11.603700 | Time receivedFromSrcR: 11.622218 |End 
Source: /app/node3/item-22012 | Message ID: 12 | Time generated: 11.100000 | Time sentFromSrcR: 11.608346 | Time receivedFromSrcR: 11.622300 |End 
Source: /app/node0/item-22013 | Message ID: 13 | Time generated: 12.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22013 | Message ID: 13 | Time generated: 12.100000 | Time sentFromSrcR: 12.149060 | Time receivedFromSrcR: 12.172218 |End 
Source: /app/node2/item-22013 | Message ID: 13 | Time generated: 12.100000 | Time sentFromSrcR: 12.153700 | Time receivedFromSrcR: 12.172218 |End 
Source: /app/node3/item-22013 | Message ID: 13 | Time generated: 12.100000 | Time sentFromSrcR: 12.158346 | Time receivedFromSrcR: 12.172300 |End 
Source: /app/node0/item-22014 | Message ID: 14 | Time generated: 13.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22014 | Message ID: 14 | Time generated: 13.100000 | Time sentFromSrcR: 13.249060 | Time receivedFromSrcR: 13.272218 |End 
Source: /app/node2/item-22014 | Message ID: 14 | Time generated: 13.100000 | Time sentFromSrcR: 13.253700 | Time receivedFromSrcR: 13.272218 |End 
Source: /app/node3/item-22014 | Message ID: 14 | Time generated: 13.100000 | Time sentFromSrcR: 13.258346 | Time receivedFromSrcR: 13.272300 |End 
Source: /app/node0/item-22015 | Message ID: 15 | Time generated: 14.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22015 | Message ID: 15 | Time generated: 14.100000 | Time sentFromSrcR: 14.349060 | Time receivedFromSrcR: 14.372218 |End 
Source: /app/node2/item-22015 | Message ID: 15 | Time generated: 14.100000 | Time sentFromSrcR: 14.353700 | Time receivedFromSrcR: 14.372218 |End 
Source: /app/node3/item-22015 | Message ID: 15 | Time generated: 14.100000 | Time sentFromSrcR: 14.358346 | Time receivedFromSrcR: 14.372300 |End 
Source: /app/node0/item-22016 | Message ID: 16 | Time generated: 15.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22016 | Message ID: 16 | Time generated: 15.100000 | Time sentFromSrcR: 15.449060 | Time receivedFromSrcR: 15.472218 |End 
Source: /app/node2/item-22016 | Message ID: 16 | Time generated: 15.100000 | Time sentFromSrcR: 15.453700 | Time receivedFromSrcR: 15.472218 |End 
Source: /app/node3/item-22016 | Message ID: 16 | Time generated: 15.100000 | Time sentFromSrcR: 15.458346 | Time receivedFromSrcR: 15.472300 |End 
Source: /app/node0/item-22017 | Message ID: 17 | Time generated: 16.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22018 | Message ID: 18 | Time generated: 17.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22019 | Message ID: 19 | Time generated: 18.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22020 | Message ID: 20 | Time generated: 19.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22021 | Message ID: 21 | Time generated: 20.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22022 | Message ID: 22 | Time generated: 21.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22023 | Message ID: 23 | Time generated: 22.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22024 | Message ID: 24 | Time generated: 23.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22025 | Message ID: 25 | Time generated: 24.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22026 | Message ID: 26 | Time generated: 25.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22027 | Message ID: 27 | Time generated: 26.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22028 | Message ID: 28 | Time generated: 27.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22029 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22030 | Message ID: 30 | Time generated: 29.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22031 | Message ID: 31 | Time generated: 30.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22032 | Message ID: 32 | Time generated: 31.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22033 | Message ID: 33 | Time generated: 32.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22034 | Message ID: 34 | Time generated: 33.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22035 | Message ID: 35 | Time generated: 34.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22036 | Message ID: 36 | Time generated: 35.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22037 | Message ID: 37 | Time generated: 36.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22038 | Message ID: 38 | Time generated: 37.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22039 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22040 | Message ID: 40 | Time generated: 39.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22041 | Message ID: 41 | Time generated: 40.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22042 | Message ID: 42 | Time generated: 41.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22043 | Message ID: 43 | Time generated: 42.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22044 | Message ID: 44 | Time generated: 43.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22045 | Message ID: 45 | Time generated: 44.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22046 | Message ID: 46 | Time generated: 45.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22047 | Message ID: 47 | Time generated: 46.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22048 | Message ID: 48 | Time generated: 47.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22049 | Message ID: 49 | Time generated: 48.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22050 | Message ID: 50 | Time generated: 49.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22051 | Message ID: 51 | Time generated: 50.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22052 | Message ID: 52 | Time generated: 51.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22053 | Message ID: 53 | Time generated: 52.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22053 | Message ID: 53 | Time generated: 52.100000 | Time sentFromSrcR: 52.299060 | Time receivedFromSrcR: 52.322218 |End 
Source: /app/node2/item-22053 | Message ID: 53 | Time generated: 52.100000 | Time sentFromSrcR: 52.303700 | Time receivedFromSrcR: 52.322218 |End 
Source: /app/node3/item-22053 | Message ID: 53 | Time generated: 52.100000 | Time sentFromSrcR: 52.308346 | Time receivedFromSrcR: 52.322300 |End 
Source: /app/node0/item-22054 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22054 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrcR: 53.399060 | Time receivedFromSrcR: 53.422218 |End 
Source: /app/node2/item-22054 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrcR: 53.403700 | Time receivedFromSrcR: 53.422218 |End 
Source: /app/node3/item-22054 | Message ID: 54 | Time generated: 53.100000 | Time sentFromSrcR: 53.408346 | Time receivedFromSrcR: 53.422300 |End 
Source: /app/node0/item-22055 | Message ID: 55 | Time generated: 54.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22055 | Message ID: 55 | Time generated: 54.100000 | Time sentFromSrcR: 54.499060 | Time receivedFromSrcR: 54.522218 |End 
Source: /app/node2/item-22055 | Message ID: 55 | Time generated: 54.100000 | Time sentFromSrcR: 54.503700 | Time receivedFromSrcR: 54.522218 |End 
Source: /app/node3/item-22055 | Message ID: 55 | Time generated: 54.100000 | Time sentFromSrcR: 54.508346 | Time receivedFromSrcR: 54.522300 |End 
Source: /app/node0/item-22056 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22056 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrcR: 55.599060 | Time receivedFromSrcR: 55.622218 |End 
Source: /app/node2/item-22056 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrcR: 55.603700 | Time receivedFromSrcR: 55.622218 |End 
Source: /app/node3/item-22056 | Message ID: 56 | Time generated: 55.100000 | Time sentFromSrcR: 55.608346 | Time receivedFromSrcR: 55.622300 |End 
Source: /app/node0/item-22057 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22057 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrcR: 56.149060 | Time receivedFromSrcR: 56.172218 |End 
Source: /app/node2/item-22057 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrcR: 56.153700 | Time receivedFromSrcR: 56.172218 |End 
Source: /app/node3/item-22057 | Message ID: 57 | Time generated: 56.100000 | Time sentFromSrcR: 56.158346 | Time receivedFromSrcR: 56.172300 |End 
Source: /app/node0/item-22058 | Message ID: 58 | Time generated: 57.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22059 | Message ID: 59 | Time generated: 58.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22060 | Message ID: 60 | Time generated: 59.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22061 | Message ID: 61 | Time generated: 60.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22062 | Message ID: 62 | Time generated: 61.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22063 | Message ID: 63 | Time generated: 62.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22064 | Message ID: 64 | Time generated: 63.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22065 | Message ID: 65 | Time generated: 64.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22066 | Message ID: 66 | Time generated: 65.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22067 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22067 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrcR: 66.599060 | Time receivedFromSrcR: 66.622218 |End 
Source: /app/node2/item-22067 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrcR: 66.603700 | Time receivedFromSrcR: 66.622218 |End 
Source: /app/node0/item-22068 | Message ID: 68 | Time generated: 67.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22068 | Message ID: 68 | Time generated: 67.100000 | Time sentFromSrcR: 67.149060 | Time receivedFromSrcR: 67.172218 |End 
Source: /app/node2/item-22068 | Message ID: 68 | Time generated: 67.100000 | Time sentFromSrcR: 67.153700 | Time receivedFromSrcR: 67.172218 |End 
Source: /app/node0/item-22067 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrcR: 66.608408 | Time receivedFromSrcR: 67.172300 |End 
Source: /app/node3/item-22068 | Message ID: 68 | Time generated: 67.100000 | Time sentFromSrcR: 67.158346 | Time receivedFromSrcR: 67.186140 |End 
Source: /app/node0/item-22069 | Message ID: 69 | Time generated: 68.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22069 | Message ID: 69 | Time generated: 68.100000 | Time sentFromSrcR: 68.249060 | Time receivedFromSrcR: 68.272218 |End 
Source: /app/node2/item-22069 | Message ID: 69 | Time generated: 68.100000 | Time sentFromSrcR: 68.253700 | Time receivedFromSrcR: 68.272218 |End 
Source: /app/node3/item-22069 | Message ID: 69 | Time generated: 68.100000 | Time sentFromSrcR: 68.258346 | Time receivedFromSrcR: 68.272300 |End 
Source: /app/node0/item-22070 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22070 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrcR: 69.349060 | Time receivedFromSrcR: 69.372218 |End 
Source: /app/node2/item-22070 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrcR: 69.353700 | Time receivedFromSrcR: 69.372218 |End 
Source: /app/node3/item-22070 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrcR: 69.358346 | Time receivedFromSrcR: 69.372300 |End 
Source: /app/node0/item-22071 | Message ID: 71 | Time generated: 70.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22071 | Message ID: 71 | Time generated: 70.100000 | Time sentFromSrcR: 70.449060 | Time receivedFromSrcR: 70.472218 |End 
Source: /app/node2/item-22071 | Message ID: 71 | Time generated: 70.100000 | Time sentFromSrcR: 70.453700 | Time receivedFromSrcR: 70.472218 |End 
Source: /app/node3/item-22071 | Message ID: 71 | Time generated: 70.100000 | Time sentFromSrcR: 70.458346 | Time receivedFromSrcR: 70.472300 |End 
Source: /app/node0/item-22072 | Message ID: 72 | Time generated: 71.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22073 | Message ID: 73 | Time generated: 72.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22074 | Message ID: 74 | Time generated: 73.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22075 | Message ID: 75 | Time generated: 74.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22076 | Message ID: 76 | Time generated: 75.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22077 | Message ID: 77 | Time generated: 76.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node2/item-22077 | Message ID: 77 | Time generated: 76.100000 | Time sentFromSrcR: 76.503700 | Time receivedFromSrcR: 76.522218 |End 
Source: /app/node1/item-22077 | Message ID: 77 | Time generated: 76.100000 | Time sentFromSrcR: 76.499122 | Time receivedFromSrcR: 77.072300 |End 
Source: /app/node0/item-22077 | Message ID: 77 | Time generated: 76.100000 | Time sentFromSrcR: 76.508408 | Time receivedFromSrcR: 77.086140 |End 
Source: /app/node0/item-22078 | Message ID: 78 | Time generated: 77.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22078 | Message ID: 78 | Time generated: 77.100000 | Time sentFromSrcR: 77.599060 | Time receivedFromSrcR: 77.622218 |End 
Source: /app/node2/item-22078 | Message ID: 78 | Time generated: 77.100000 | Time sentFromSrcR: 77.603700 | Time receivedFromSrcR: 77.622218 |End 
Source: /app/node3/item-22078 | Message ID: 78 | Time generated: 77.100000 | Time sentFromSrcR: 77.608346 | Time receivedFromSrcR: 77.622300 |End 
Source: /app/node0/item-22079 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22079 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrcR: 78.149060 | Time receivedFromSrcR: 78.172218 |End 
Source: /app/node2/item-22079 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrcR: 78.153700 | Time receivedFromSrcR: 78.172218 |End 
Source: /app/node3/item-22079 | Message ID: 79 | Time generated: 78.100000 | Time sentFromSrcR: 78.158346 | Time receivedFromSrcR: 78.172300 |End 
Source: /app/node0/item-22080 | Message ID: 80 | Time generated: 79.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22080 | Message ID: 80 | Time generated: 79.100000 | Time sentFromSrcR: 79.249060 | Time receivedFromSrcR: 79.272218 |End 
Source: /app/node2/item-22080 | Message ID: 80 | Time generated: 79.100000 | Time sentFromSrcR: 79.253700 | Time receivedFromSrcR: 79.272218 |End 
Source: /app/node3/item-22080 | Message ID: 80 | Time generated: 79.100000 | Time sentFromSrcR: 79.258346 | Time receivedFromSrcR: 79.272300 |End 
Source: /app/node0/item-22081 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22081 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrcR: 80.349060 | Time receivedFromSrcR: 80.372218 |End 
Source: /app/node2/item-22081 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrcR: 80.353700 | Time receivedFromSrcR: 80.372218 |End 
Source: /app/node3/item-22081 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrcR: 80.358346 | Time receivedFromSrcR: 80.372300 |End 
Source: /app/node0/item-22082 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node1/item-22082 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrcR: 81.449060 | Time receivedFromSrcR: 81.472218 |End 
Source: /app/node2/item-22082 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrcR: 81.453700 | Time receivedFromSrcR: 81.472218 |End 
Source: /app/node3/item-22082 | Message ID: 82 | Time generated: 81.100000 | Time sentFromSrcR: 81.458346 | Time receivedFromSrcR: 81.472300 |End 
Source: /app/node0/item-22083 | Message ID: 83 | Time generated: 82.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22084 | Message ID: 84 | Time generated: 83.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
Source: /app/node0/item-22085 | Message ID: 85 | Time generated: 84.100000 | Time sentFromSrcR: 0.000000 | Time receivedFromSrcR: 0.000000 |End 
