RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Oct 27 23:34:46 2019
elapsed time: 4.3e-08s
Source: /app/node1/item-22030 | Message ID: 30 | Time sentFromSrcR: 36.719842 | Time receivedFromSrcR: 36.733969 |End 
Source: /app/node0/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.169643 | Time receivedFromSrcR: 70.183627 |End 
Source: /app/node4/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.619643 | Time receivedFromSrcR: 70.633627 |End 
Source: /app/node4/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.184443 | Time receivedFromSrcR: 71.198427 |End 
Source: /app/node4/item-22082 | Message ID: 82 | Time sentFromSrcR: 87.034443 | Time receivedFromSrcR: 87.048427 |End 
Source: /app/node4/item-22086 | Message ID: 86 | Time sentFromSrcR: 87.034443 | Time receivedFromSrcR: 87.062267 |End 
Source: /app/node4/item-22087 | Message ID: 87 | Time sentFromSrcR: 87.034443 | Time receivedFromSrcR: 87.076107 |End 
Source: /app/node0/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.169643 | Time receivedFromSrcR: 87.183731 |End 
Source: /app/node4/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.584443 | Time receivedFromSrcR: 87.598427 |End 
Source: /app/node4/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.119643 | Time receivedFromSrcR: 88.133627 |End 
Source: /app/node0/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.269643 | Time receivedFromSrcR: 88.283627 |End 
Source: /app/node1/item-22088 | Message ID: 88 | Time sentFromSrcR: 88.469842 | Time receivedFromSrcR: 88.483969 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.469842 | Time receivedFromSrcR: 88.497809 |End 
Source: /app/node1/item-22088 | Message ID: 88 | Time sentFromSrcR: 89.019842 | Time receivedFromSrcR: 89.033969 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 89.019842 | Time receivedFromSrcR: 89.047809 |End 
Source: /app/node4/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.219643 | Time receivedFromSrcR: 89.233627 |End 
Source: /app/node0/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.369643 | Time receivedFromSrcR: 89.383627 |End 
Source: /app/node4/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.769643 | Time receivedFromSrcR: 89.783627 |End 
Source: /app/node4/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.319643 | Time receivedFromSrcR: 90.333627 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 90.619842 | Time receivedFromSrcR: 90.633969 |End 
Source: /app/node1/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.619842 | Time receivedFromSrcR: 90.661649 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 91.169842 | Time receivedFromSrcR: 91.183969 |End 
Source: /app/node1/item-22090 | Message ID: 90 | Time sentFromSrcR: 91.169842 | Time receivedFromSrcR: 91.197809 |End 
Source: /app/node1/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.169842 | Time receivedFromSrcR: 91.211649 |End 
Source: /app/node4/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.419643 | Time receivedFromSrcR: 91.433627 |End 
