RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Tue Oct 22 20:45:50 2019
elapsed time: 5.2e-08s
Source: /app/node1/item-22041 | Message ID: 41 | Time sentFromSrcR: 62.419643 | Time receivedFromSrcR: 62.433627 |End 
Source: /app/node4/item-22056 | Message ID: 56 | Time sentFromSrcR: 63.069842 | Time receivedFromSrcR: 63.609889 |End 
Source: /app/node4/item-22058 | Message ID: 58 | Time sentFromSrcR: 63.069842 | Time receivedFromSrcR: 63.637569 |End 
Source: /app/node4/item-22060 | Message ID: 60 | Time sentFromSrcR: 63.069842 | Time receivedFromSrcR: 63.665249 |End 
Source: /app/node4/item-22061 | Message ID: 61 | Time sentFromSrcR: 63.069842 | Time receivedFromSrcR: 63.679089 |End 
Source: /app/node4/item-22063 | Message ID: 63 | Time sentFromSrcR: 63.069842 | Time receivedFromSrcR: 63.706769 |End 
Source: /app/node3/item-22041 | Message ID: 41 | Time sentFromSrcR: 64.369643 | Time receivedFromSrcR: 64.383627 |End 
Source: /app/node3/item-22061 | Message ID: 61 | Time sentFromSrcR: 64.369643 | Time receivedFromSrcR: 64.397467 |End 
Source: /app/node3/item-22062 | Message ID: 62 | Time sentFromSrcR: 64.369643 | Time receivedFromSrcR: 64.411307 |End 
Source: /app/node3/item-22064 | Message ID: 64 | Time sentFromSrcR: 64.369643 | Time receivedFromSrcR: 64.425147 |End 
Source: /app/node3/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.369643 | Time receivedFromSrcR: 64.438987 |End 
Source: /app/node1/item-22065 | Message ID: 65 | Time sentFromSrcR: 64.619643 | Time receivedFromSrcR: 64.633627 |End 
Source: /app/node4/item-22037 | Message ID: 37 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.257567 |End 
Source: /app/node4/item-22036 | Message ID: 36 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.326767 |End 
Source: /app/node4/item-22038 | Message ID: 38 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.340607 |End 
Source: /app/node3/item-22037 | Message ID: 37 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 65.354447 |End 
Source: /app/node3/item-22038 | Message ID: 38 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 65.368287 |End 
Source: /app/node4/item-22043 | Message ID: 43 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.395967 |End 
Source: /app/node4/item-22045 | Message ID: 45 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.409807 |End 
Source: /app/node4/item-22046 | Message ID: 46 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.423647 |End 
Source: /app/node4/item-22051 | Message ID: 51 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.437487 |End 
Source: /app/node4/item-22053 | Message ID: 53 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.451327 |End 
Source: /app/node4/item-22055 | Message ID: 55 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.465167 |End 
Source: /app/node4/item-22057 | Message ID: 57 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.479007 |End 
Source: /app/node4/item-22062 | Message ID: 62 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.506687 |End 
Source: /app/node4/item-22064 | Message ID: 64 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.520527 |End 
Source: /app/node4/item-22066 | Message ID: 66 | Time sentFromSrcR: 65.219842 | Time receivedFromSrcR: 65.548207 |End 
Source: /app/node1/item-22035 | Message ID: 35 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 65.793727 |End 
Source: /app/node4/item-22037 | Message ID: 37 | Time sentFromSrcR: 65.769842 | Time receivedFromSrcR: 65.807567 |End 
Source: /app/node3/item-22040 | Message ID: 40 | Time sentFromSrcR: 39.536203 | Time receivedFromSrcR: 65.835247 |End 
Source: /app/node1/item-22038 | Message ID: 38 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 65.849087 |End 
Source: /app/node3/item-22038 | Message ID: 38 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 65.890607 |End 
Source: /app/node4/item-22046 | Message ID: 46 | Time sentFromSrcR: 65.769842 | Time receivedFromSrcR: 65.918287 |End 
Source: /app/node4/item-22051 | Message ID: 51 | Time sentFromSrcR: 65.769842 | Time receivedFromSrcR: 65.932127 |End 
Source: /app/node4/item-22064 | Message ID: 64 | Time sentFromSrcR: 65.769842 | Time receivedFromSrcR: 65.973647 |End 
Source: /app/node4/item-22065 | Message ID: 65 | Time sentFromSrcR: 65.769842 | Time receivedFromSrcR: 65.987487 |End 
Source: /app/node1/item-22066 | Message ID: 66 | Time sentFromSrcR: 66.219643 | Time receivedFromSrcR: 66.248224 |End 
Source: /app/node1/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.219643 | Time receivedFromSrcR: 66.262064 |End 
Source: /app/node3/item-22066 | Message ID: 66 | Time sentFromSrcR: 66.569643 | Time receivedFromSrcR: 66.583627 |End 
Source: /app/node3/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.569643 | Time receivedFromSrcR: 66.597467 |End 
Source: /app/node1/item-22035 | Message ID: 35 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 66.893727 |End 
Source: /app/node4/item-22039 | Message ID: 39 | Time sentFromSrcR: 66.869842 | Time receivedFromSrcR: 66.907567 |End 
Source: /app/node3/item-22040 | Message ID: 40 | Time sentFromSrcR: 39.536203 | Time receivedFromSrcR: 66.921407 |End 
Source: /app/node0/item-22038 | Message ID: 38 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 66.935247 |End 
Source: /app/node3/item-22037 | Message ID: 37 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 66.949087 |End 
Source: /app/node3/item-22039 | Message ID: 39 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 66.962927 |End 
Source: /app/node4/item-22051 | Message ID: 51 | Time sentFromSrcR: 66.869842 | Time receivedFromSrcR: 66.976767 |End 
Source: /app/node4/item-22067 | Message ID: 67 | Time sentFromSrcR: 66.869842 | Time receivedFromSrcR: 67.018287 |End 
Source: /app/node1/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.319643 | Time receivedFromSrcR: 67.333627 |End 
Source: /app/node4/item-22062 | Message ID: 62 | Time sentFromSrcR: 67.419842 | Time receivedFromSrcR: 67.485247 |End 
Source: /app/node3/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.669643 | Time receivedFromSrcR: 67.693584 |End 
Source: /app/node3/item-22037 | Message ID: 37 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 67.993727 |End 
Source: /app/node4/item-22059 | Message ID: 59 | Time sentFromSrcR: 67.969842 | Time receivedFromSrcR: 68.021407 |End 
Source: /app/node4/item-22068 | Message ID: 68 | Time sentFromSrcR: 67.969842 | Time receivedFromSrcR: 68.035247 |End 
Source: /app/node3/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.219643 | Time receivedFromSrcR: 68.243584 |End 
Source: /app/node1/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.419643 | Time receivedFromSrcR: 68.433627 |End 
Source: /app/node3/item-22039 | Message ID: 39 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 68.533969 |End 
Source: /app/node4/item-22069 | Message ID: 69 | Time sentFromSrcR: 68.519842 | Time receivedFromSrcR: 68.547809 |End 
Source: /app/node1/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.519643 | Time receivedFromSrcR: 69.533627 |End 
Source: /app/node3/item-22070 | Message ID: 70 | Time sentFromSrcR: 69.869643 | Time receivedFromSrcR: 69.883627 |End 
Source: /app/node3/item-22039 | Message ID: 39 | Time sentFromSrcR: 39.487291 | Time receivedFromSrcR: 70.143727 |End 
Source: /app/node4/item-22070 | Message ID: 70 | Time sentFromSrcR: 70.119842 | Time receivedFromSrcR: 70.157567 |End 
Source: /app/node4/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.119842 | Time receivedFromSrcR: 70.171407 |End 
Source: /app/node3/item-22071 | Message ID: 71 | Time sentFromSrcR: 70.419643 | Time receivedFromSrcR: 70.433627 |End 
Source: /app/node1/item-22071 | Message ID: 71 | Time sentFromSrcR: 71.169643 | Time receivedFromSrcR: 71.183627 |End 
Source: /app/node1/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.169643 | Time receivedFromSrcR: 71.197467 |End 
Source: /app/node4/item-22072 | Message ID: 72 | Time sentFromSrcR: 71.769842 | Time receivedFromSrcR: 71.783969 |End 
Source: /app/node3/item-22072 | Message ID: 72 | Time sentFromSrcR: 72.069643 | Time receivedFromSrcR: 72.083627 |End 
Source: /app/node3/item-22073 | Message ID: 73 | Time sentFromSrcR: 72.619643 | Time receivedFromSrcR: 72.633627 |End 
Source: /app/node1/item-22073 | Message ID: 73 | Time sentFromSrcR: 73.069643 | Time receivedFromSrcR: 73.083627 |End 
Source: /app/node3/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.169643 | Time receivedFromSrcR: 73.183627 |End 
Source: /app/node4/item-22073 | Message ID: 73 | Time sentFromSrcR: 73.369842 | Time receivedFromSrcR: 73.393727 |End 
Source: /app/node1/item-22074 | Message ID: 74 | Time sentFromSrcR: 73.619643 | Time receivedFromSrcR: 73.633627 |End 
Source: /app/node1/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.169643 | Time receivedFromSrcR: 74.183627 |End 
Source: /app/node3/item-22075 | Message ID: 75 | Time sentFromSrcR: 74.269643 | Time receivedFromSrcR: 74.283627 |End 
Source: /app/node1/item-22076 | Message ID: 76 | Time sentFromSrcR: 75.269643 | Time receivedFromSrcR: 75.283627 |End 
Source: /app/node3/item-22076 | Message ID: 76 | Time sentFromSrcR: 75.369643 | Time receivedFromSrcR: 75.383731 |End 
Source: /app/node4/item-22074 | Message ID: 74 | Time sentFromSrcR: 76.069842 | Time receivedFromSrcR: 76.083969 |End 
Source: /app/node4/item-22075 | Message ID: 75 | Time sentFromSrcR: 76.069842 | Time receivedFromSrcR: 76.097809 |End 
Source: /app/node1/item-22077 | Message ID: 77 | Time sentFromSrcR: 76.369643 | Time receivedFromSrcR: 76.383627 |End 
Source: /app/node3/item-22077 | Message ID: 77 | Time sentFromSrcR: 76.469643 | Time receivedFromSrcR: 76.483731 |End 
Source: /app/node4/item-22074 | Message ID: 74 | Time sentFromSrcR: 77.169842 | Time receivedFromSrcR: 77.183969 |End 
Source: /app/node4/item-22076 | Message ID: 76 | Time sentFromSrcR: 77.169842 | Time receivedFromSrcR: 77.197809 |End 
Source: /app/node4/item-22077 | Message ID: 77 | Time sentFromSrcR: 77.169842 | Time receivedFromSrcR: 77.211649 |End 
Source: /app/node1/item-22078 | Message ID: 78 | Time sentFromSrcR: 77.469643 | Time receivedFromSrcR: 77.483627 |End 
Source: /app/node3/item-22078 | Message ID: 78 | Time sentFromSrcR: 77.569643 | Time receivedFromSrcR: 77.583627 |End 
Source: /app/node4/item-22078 | Message ID: 78 | Time sentFromSrcR: 77.719842 | Time receivedFromSrcR: 77.733969 |End 
Source: /app/node3/item-22079 | Message ID: 79 | Time sentFromSrcR: 78.119643 | Time receivedFromSrcR: 78.133627 |End 
Source: /app/node1/item-22079 | Message ID: 79 | Time sentFromSrcR: 79.119643 | Time receivedFromSrcR: 79.133627 |End 
Source: /app/node1/item-22080 | Message ID: 80 | Time sentFromSrcR: 79.119643 | Time receivedFromSrcR: 79.147467 |End 
Source: /app/node3/item-22080 | Message ID: 80 | Time sentFromSrcR: 79.219643 | Time receivedFromSrcR: 79.233627 |End 
Source: /app/node1/item-22081 | Message ID: 81 | Time sentFromSrcR: 80.219643 | Time receivedFromSrcR: 80.233627 |End 
Source: /app/node4/item-22079 | Message ID: 79 | Time sentFromSrcR: 80.419842 | Time receivedFromSrcR: 80.433969 |End 
Source: /app/node4/item-22081 | Message ID: 81 | Time sentFromSrcR: 80.419842 | Time receivedFromSrcR: 80.461649 |End 
Source: /app/node3/item-22081 | Message ID: 81 | Time sentFromSrcR: 80.819643 | Time receivedFromSrcR: 80.833627 |End 
Source: /app/node1/item-22082 | Message ID: 82 | Time sentFromSrcR: 81.319643 | Time receivedFromSrcR: 81.343584 |End 
Source: /app/node3/item-22082 | Message ID: 82 | Time sentFromSrcR: 81.369643 | Time receivedFromSrcR: 81.383627 |End 
Source: /app/node1/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.969643 | Time receivedFromSrcR: 82.983627 |End 
Source: /app/node3/item-22083 | Message ID: 83 | Time sentFromSrcR: 82.974283 | Time receivedFromSrcR: 82.988267 |End 
Source: /app/node1/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.519643 | Time receivedFromSrcR: 83.533627 |End 
Source: /app/node3/item-22084 | Message ID: 84 | Time sentFromSrcR: 83.524283 | Time receivedFromSrcR: 83.538267 |End 
Source: /app/node1/item-22085 | Message ID: 85 | Time sentFromSrcR: 85.169643 | Time receivedFromSrcR: 85.183627 |End 
Source: /app/node1/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.169643 | Time receivedFromSrcR: 85.197467 |End 
Source: /app/node4/item-22081 | Message ID: 81 | Time sentFromSrcR: 85.519842 | Time receivedFromSrcR: 85.547809 |End 
Source: /app/node4/item-22083 | Message ID: 83 | Time sentFromSrcR: 85.519842 | Time receivedFromSrcR: 85.575489 |End 
Source: /app/node4/item-22085 | Message ID: 85 | Time sentFromSrcR: 85.519842 | Time receivedFromSrcR: 85.603169 |End 
Source: /app/node3/item-22085 | Message ID: 85 | Time sentFromSrcR: 85.669643 | Time receivedFromSrcR: 85.683627 |End 
Source: /app/node3/item-22086 | Message ID: 86 | Time sentFromSrcR: 85.669643 | Time receivedFromSrcR: 85.697467 |End 
Source: /app/node3/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.219643 | Time receivedFromSrcR: 86.233627 |End 
Source: /app/node1/item-22087 | Message ID: 87 | Time sentFromSrcR: 86.819643 | Time receivedFromSrcR: 86.833627 |End 
Source: /app/node3/item-22088 | Message ID: 88 | Time sentFromSrcR: 87.319643 | Time receivedFromSrcR: 87.333627 |End 
Source: /app/node3/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.419643 | Time receivedFromSrcR: 88.433627 |End 
Source: /app/node1/item-22088 | Message ID: 88 | Time sentFromSrcR: 88.969643 | Time receivedFromSrcR: 88.983627 |End 
Source: /app/node1/item-22089 | Message ID: 89 | Time sentFromSrcR: 88.969643 | Time receivedFromSrcR: 88.997467 |End 
Source: /app/node1/item-22090 | Message ID: 90 | Time sentFromSrcR: 89.519643 | Time receivedFromSrcR: 89.533627 |End 
Source: /app/node3/item-22090 | Message ID: 90 | Time sentFromSrcR: 90.074283 | Time receivedFromSrcR: 90.088267 |End 
Source: /app/node1/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.619643 | Time receivedFromSrcR: 90.633627 |End 
Source: /app/node3/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.624283 | Time receivedFromSrcR: 90.638267 |End 
Source: /app/node4/item-22080 | Message ID: 80 | Time sentFromSrcR: 90.869842 | Time receivedFromSrcR: 90.883969 |End 
Source: /app/node4/item-22082 | Message ID: 82 | Time sentFromSrcR: 90.869842 | Time receivedFromSrcR: 90.897809 |End 
Source: /app/node4/item-22087 | Message ID: 87 | Time sentFromSrcR: 90.869842 | Time receivedFromSrcR: 90.939329 |End 
Source: /app/node4/item-22089 | Message ID: 89 | Time sentFromSrcR: 90.869842 | Time receivedFromSrcR: 90.967009 |End 
Source: /app/node4/item-22090 | Message ID: 90 | Time sentFromSrcR: 90.869842 | Time receivedFromSrcR: 90.980849 |End 
Source: /app/node4/item-22091 | Message ID: 91 | Time sentFromSrcR: 90.869842 | Time receivedFromSrcR: 90.994689 |End 
Source: /app/node1/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.169643 | Time receivedFromSrcR: 91.183627 |End 
Source: /app/node3/item-22092 | Message ID: 92 | Time sentFromSrcR: 91.174283 | Time receivedFromSrcR: 91.188267 |End 
