RESULTS Sent DataMsg 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Mon Oct 28 00:53:35 2019
elapsed time: 3.7e-08s
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22001 | Message ID: 1 | Time SentFromNIC: 7.683687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22092 | Message ID: 92 | Time SentFromNIC: 95.125207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22093 | Message ID: 93 | Time SentFromNIC: 95.139047 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22094 | Message ID: 94 | Time SentFromNIC: 95.152887 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22095 | Message ID: 95 | Time SentFromNIC: 95.166727 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22089 | Message ID: 89 | Time SentFromNIC: 97.233687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22090 | Message ID: 90 | Time SentFromNIC: 97.247527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22092 | Message ID: 92 | Time SentFromNIC: 97.261367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22093 | Message ID: 93 | Time SentFromNIC: 97.275207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22095 | Message ID: 95 | Time SentFromNIC: 97.289047 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22096 | Message ID: 96 | Time SentFromNIC: 97.302887 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22097 | Message ID: 97 | Time SentFromNIC: 97.316727 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22098 | Message ID: 98 | Time SentFromNIC: 97.330567 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22089 | Message ID: 89 | Time SentFromNIC: 102.583687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22090 | Message ID: 90 | Time SentFromNIC: 102.597527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22092 | Message ID: 92 | Time SentFromNIC: 102.611367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22093 | Message ID: 93 | Time SentFromNIC: 102.625207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22095 | Message ID: 95 | Time SentFromNIC: 102.639047 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22096 | Message ID: 96 | Time SentFromNIC: 102.652887 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22097 | Message ID: 97 | Time SentFromNIC: 102.666727 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22098 | Message ID: 98 | Time SentFromNIC: 102.680567 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22099 | Message ID: 99 | Time SentFromNIC: 102.694407 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22100 | Message ID: 100 | Time SentFromNIC: 102.708247 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22089 | Message ID: 89 | Time SentFromNIC: 104.183687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22090 | Message ID: 90 | Time SentFromNIC: 104.197527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22092 | Message ID: 92 | Time SentFromNIC: 104.211367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22093 | Message ID: 93 | Time SentFromNIC: 104.225207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22097 | Message ID: 97 | Time SentFromNIC: 104.239047 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22098 | Message ID: 98 | Time SentFromNIC: 104.252887 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22099 | Message ID: 99 | Time SentFromNIC: 104.266727 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22100 | Message ID: 100 | Time SentFromNIC: 104.280567 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22089 | Message ID: 89 | Time SentFromNIC: 104.733687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22090 | Message ID: 90 | Time SentFromNIC: 104.747527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22092 | Message ID: 92 | Time SentFromNIC: 104.761367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22097 | Message ID: 97 | Time SentFromNIC: 104.775207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22098 | Message ID: 98 | Time SentFromNIC: 104.789047 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22089 | Message ID: 89 | Time SentFromNIC: 111.433687 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22092 | Message ID: 92 | Time SentFromNIC: 111.447527 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22097 | Message ID: 97 | Time SentFromNIC: 111.461367 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22098 | Message ID: 98 | Time SentFromNIC: 111.475207 | End 
Source: Wf:00:00:00:00:00 | NextDest: Wf:00:00:00:00:02 | Message ID: /app/node0/item-22089 | Message ID: 89 | Time SentFromNIC: 116.233687 | End 
